"Property","Vintage","Description","PriceExTax","BottleSize","PageURL","LwinCode","BBRProductCode"
"Domaine de la Janasse","2014","Chateauneuf-du-Pape, Vieilles Vignes, Domaine de la Janasse, Rhone","283","Case of 6 Bottles","https://www.bbr.com/products-20148024426-2014-chateauneuf-du-pape-vieilles-vignes-domaine-de-la-janasse-rhone","1113970","20148024426"
"Domaine de la Janasse","2014","Chateauneuf-du-Pape, Vieilles Vignes, Domaine de la Janasse, Rhone","440","Case of 12 Bottles","https://www.bbr.com/products-20148024426-2014-chateauneuf-du-pape-vieilles-vignes-domaine-de-la-janasse-rhone","1113970","20148024426"
"Domaine de la Janasse","2015","Chateauneuf-du-Pape, Vieilles Vignes, Domaine de la Janasse, Rhone","695","Case of 12 Bottles","https://www.bbr.com/products-20158024426-2015-chateauneuf-du-pape-vieilles-vignes-domaine-de-la-janasse-rhone","1113970","20158024426"
"Domaine de la Janasse","2015","Chateauneuf-du-Pape, Vieilles Vignes, Domaine de la Janasse, Rhone","325","Case of 6 Bottles","https://www.bbr.com/products-20158024426-2015-chateauneuf-du-pape-vieilles-vignes-domaine-de-la-janasse-rhone","1113970","20158024426"
"Domaine de la Janasse","2016","Chateauneuf-du-Pape, Vieilles Vignes, Domaine de la Janasse, Rhone","399","Case of 6 Bottles","https://www.bbr.com/products-20168024426-2016-chateauneuf-du-pape-vieilles-vignes-domaine-de-la-janasse-rhone","1113970","20168024426"
"Domaine de la Janasse","2017","Chateauneuf-du-Pape, Vieilles Vignes, Domaine de la Janasse, Rhone","245","Case of 6 Bottles","https://www.bbr.com/products-20178024426-2017-chateauneuf-du-pape-vieilles-vignes-domaine-de-la-janasse-rhone","1113970","20178024426"
"Domaine de la Janasse","2018","Chateauneuf-du-Pape, Vieilles Vignes, Domaine de la Janasse, Rhone","268","Case of 6 Bottles","https://www.bbr.com/products-20188024426-2018-chateauneuf-du-pape-vieilles-vignes-domaine-de-la-janasse-rhone","1113970","20188024426"
"Domaine de la Janasse","2019","Chateauneuf-du-Pape, Vieilles Vignes, Domaine de la Janasse, Rhone","285","Case of 6 Bottles","https://www.bbr.com/products-20198024426-2019-chateauneuf-du-pape-vieilles-vignes-domaine-de-la-janasse-rhone","1113970","20198024426"
"Domaine de la Janasse","2020","Chateauneuf-du-Pape, Vieilles Vignes, Domaine de la Janasse, Rhone","240","Case of 6 Bottles","https://www.bbr.com/products-20208024426-2020-chateauneuf-du-pape-vieilles-vignes-domaine-de-la-janasse-rhone","1113970","20208024426"
"Domaine de la Janasse","2021","Chateauneuf-du-Pape, Vieilles Vignes, Domaine de la Janasse, Rhone","288","Case of 6 Bottles","https://www.bbr.com/products-20218024426-2021-chateauneuf-du-pape-vieilles-vignes-domaine-de-la-janasse-rhone","1113970","20218024426"
"Domaine de la Janasse","2016","Chateauneuf-du-Pape, XXL, Domaine de la Janasse, Rhone","1800","Case of 6 Bottles","https://www.bbr.com/products-20168024442-2016-chateauneuf-du-pape-xxl-domaine-de-la-janasse-rhone","1113967","20168024442"
"Domaine de la Janasse","2019","Chateauneuf-du-Pape, XXL, Domaine de la Janasse, Rhone","1555","Case of 6 Bottles","https://www.bbr.com/products-20198024442-2019-chateauneuf-du-pape-xxl-domaine-de-la-janasse-rhone","1113967","20198024442"
"Circe Wines","2022","Circe, Hillcrest Road Chardonnay, Mornington Peninsula, Victoria, Australia","360","Case of 6 Bottles","https://www.bbr.com/products-20228304311-2022-circe-hillcrest-road-chardonnay-mornington-peninsula-victoria-australia","1545072","20228304311"
"Circe Wines","2020","Circe, Hillcrest Road Pinot Noir, Mornington Peninsula, Australia","360","Case of 6 Bottles","https://www.bbr.com/products-20201361007-2020-circe-hillcrest-road-pinot-noir-mornington-peninsula-australia","1361007","20201361007"
"Bodegas Roda","2011","Cirsion, Bodegas Roda, Rioja, Spain","445","Case of 3 Bottles","https://www.bbr.com/products-20118115971-2011-cirsion-bodegas-roda-rioja-spain","1121014","20118115971"
"Bodegas Roda","2016","Cirsion, Bodegas Roda, Rioja, Spain","500","Case of 3 Bottles","https://www.bbr.com/products-20168115971-2016-cirsion-bodegas-roda-rioja-spain","1121014","20168115971"
"Clarendon Hills","2009","Clarendon Hills, Astralis Shiraz, McLaren Vale, Australia","895","Case of 6 Bottles","https://www.bbr.com/products-20091001532-2009-clarendon-hills-astralis-shiraz-mclaren-vale-australia","1001532","20091001532"
"Clarendon Hills","2010","Clarendon Hills, Astralis Shiraz, McLaren Vale, Australia","750","Case of 6 Bottles","https://www.bbr.com/products-20101001532-2010-clarendon-hills-astralis-shiraz-mclaren-vale-australia","1001532","20101001532"
"Clarendon Hills","2012","Clarendon Hills, Astralis Shiraz, McLaren Vale, Australia","850","Case of 6 Bottles","https://www.bbr.com/products-20121001532-2012-clarendon-hills-astralis-shiraz-mclaren-vale-australia","1001532","20121001532"
"Clarendon Hills","2011","Clarendon Hills, Astralis, Syrah, McLaren Vale, Australia","905","Case of 6 Bottles","https://www.bbr.com/products-20111001532-2011-clarendon-hills-astralis-syrah-mclaren-vale-australia","1001532","20111001532"
"Clarendon Hills","2008","Clarendon Hills, Romas Grenache, McLaren Vale, Australia","365","Case of 6 Bottles","https://www.bbr.com/products-20088227579-2008-clarendon-hills-romas-grenache-mclaren-vale-australia","1001718","20088227579"
"Clavis Orea","2016","Clavis Orea, St-Emilion, Bordeaux","295","Case of 6 Bottles","https://www.bbr.com/products-20168174596-2016-clavis-orea-st-emilion-bordeaux","1860135","20168174596"
"Gil Family Estates","2021","Clio, Bodegas el Nido, Jumilla, Spain","240","Case of 6 Bottles","https://www.bbr.com/products-20218329648-2021-clio-bodegas-el-nido-jumilla-spain","1225259","20218329648"
"Clonakilla","2016","Clonakilla, Shiraz Viognier, Canberra District, Australia","435","Case of 6 Bottles","https://www.bbr.com/products-20168114785-2016-clonakilla-shiraz-viognier-canberra-district-australia","1136896","20168114785"
"Clonakilla","2017","Clonakilla, Shiraz Viognier, Canberra District, Australia","330","Case of 6 Bottles","https://www.bbr.com/products-20178114785-2017-clonakilla-shiraz-viognier-canberra-district-australia","1136896","20178114785"
"Clonakilla","2018","Clonakilla, Shiraz Viognier, Canberra District, Australia","400","Case of 6 Bottles","https://www.bbr.com/products-20188114785-2018-clonakilla-shiraz-viognier-canberra-district-australia","1136896","20188114785"
"Clonakilla","2019","Clonakilla, Shiraz Viognier, Canberra District, Australia","465","Case of 6 Bottles","https://www.bbr.com/products-20198114785-2019-clonakilla-shiraz-viognier-canberra-district-australia","1136896","20198114785"
"Clonakilla","2021","Clonakilla, Shiraz Viognier, Canberra District, Australia","420","Case of 6 Bottles","https://www.bbr.com/products-20218114785-2021-clonakilla-shiraz-viognier-canberra-district-australia","1136896","20218114785"
"Clonakilla","2023","Clonakilla, Shiraz Viognier, Canberra District, Australia","505","Case of 6 Bottles","https://www.bbr.com/products-20238114785-2023-clonakilla-shiraz-viognier-canberra-district-australia","1136896","20238114785"
"Casa Lapostolle","2010","Clos Apalta, Apalta, Chile","475","Case of 6 Bottles","https://www.bbr.com/products-20108118738-2010-clos-apalta-apalta-chile","1083161","20108118738"
"Casa Lapostolle","2014","Clos Apalta, Apalta, Chile","355","Case of 6 Bottles","https://www.bbr.com/products-20148118738-2014-clos-apalta-apalta-chile","1083161","20148118738"
"Casa Lapostolle","2015","Clos Apalta, Apalta, Chile","380","Case of 6 Bottles","https://www.bbr.com/products-20158118738-2015-clos-apalta-apalta-chile","1083161","20158118738"
"Casa Lapostolle","2017","Clos Apalta, Apalta, Chile","380","Case of 6 Bottles","https://www.bbr.com/products-20178118738-2017-clos-apalta-apalta-chile","1083161","20178118738"
"Casa Lapostolle","2018","Clos Apalta, Apalta, Chile","420","Case of 6 Bottles","https://www.bbr.com/products-20188118738-2018-clos-apalta-apalta-chile","1083161","20188118738"
"Casa Lapostolle","2019","Clos Apalta, Apalta, Chile","390","Case of 6 Bottles","https://www.bbr.com/products-20198118738-2019-clos-apalta-apalta-chile","1083161","20198118738"
"Casa Lapostolle","2019","Clos Apalta, Apalta, Chile","360","Case of 6 Bottles","https://www.bbr.com/products-20198118738-2019-clos-apalta-apalta-chile","1083161","20198118738"
"Casa Lapostolle","2020","Clos Apalta, Apalta, Chile","400","Case of 6 Bottles","https://www.bbr.com/products-20208118738-2020-clos-apalta-apalta-chile","1083161","20208118738"
"Casa Lapostolle","2021","Clos Apalta, Apalta, Chile","475","Case of 6 Bottles","https://www.bbr.com/products-20218118738-2021-clos-apalta-apalta-chile","1083161","20218118738"
"Casa Lapostolle","2022","Clos Apalta, Apalta, Chile","170","Case of 1 Magnums","https://www.bbr.com/products-20228118738-2022-clos-apalta-apalta-chile","1083161","20228118738"
"Casa Lapostolle","2015","Clos Apalta, Le Petit Clos, Apalta, Chile","188","Case of 6 Bottles","https://www.bbr.com/products-20158041858-2015-clos-apalta-le-petit-clos-apalta-chile","1715581","20158041858"
"Casa Lapostolle","2016","Clos Apalta, Le Petit Clos, Apalta, Chile","149","Case of 6 Bottles","https://www.bbr.com/products-20168041858-2016-clos-apalta-le-petit-clos-apalta-chile","1715581","20168041858"
"Casa Lapostolle","2017","Clos Apalta, Le Petit Clos, Apalta, Chile","160","Case of 6 Bottles","https://www.bbr.com/products-20178041858-2017-clos-apalta-le-petit-clos-apalta-chile","1715581","20178041858"
"Casa Lapostolle","2018","Clos Apalta, Le Petit Clos, Apalta, Chile","420","Case of 6 Bottles","https://www.bbr.com/products-20188041858-2018-clos-apalta-le-petit-clos-apalta-chile","1715581","20188041858"
"Casa Lapostolle","2019","Clos Apalta, Le Petit Clos, Apalta, Chile","170","Case of 6 Bottles","https://www.bbr.com/products-20198041858-2019-clos-apalta-le-petit-clos-apalta-chile","1715581","20198041858"
"Casa Lapostolle","2020","Clos Apalta, Le Petit Clos, Apalta, Chile","185","Case of 6 Bottles","https://www.bbr.com/products-20208041858-2020-clos-apalta-le-petit-clos-apalta-chile","1715581","20208041858"
"Casa Lapostolle","","Clos Apalta, Three-Bottle Mixed Case","330","Case of 1 s","https://www.bbr.com/products-10008063504-clos-apalta-three-bottle-mixed-case","","10008063504"
"Domaine de la Vougeraie","2011","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","560","Case of 6 Bottles","https://www.bbr.com/products-20118005263-2011-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20118005263"
"Domaine de la Vougeraie","2012","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","550","Case of 3 Magnums","https://www.bbr.com/products-20128005263-2012-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20128005263"
"Domaine de la Vougeraie","2013","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","540","Case of 6 Bottles","https://www.bbr.com/products-20138005263-2013-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20138005263"
"Domaine de la Vougeraie","2014","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","650","Case of 6 Bottles","https://www.bbr.com/products-20148005263-2014-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20148005263"
"Domaine de la Vougeraie","2015","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","525","Case of 6 Bottles","https://www.bbr.com/products-20158005263-2015-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20158005263"
"Domaine de la Vougeraie","2016","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","800","Case of 6 Bottles","https://www.bbr.com/products-20168005263-2016-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20168005263"
"Domaine de la Vougeraie","2016","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","750","Case of 6 Bottles","https://www.bbr.com/products-20168005263-2016-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20168005263"
"Domaine de la Vougeraie","2017","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","465","Case of 6 Bottles","https://www.bbr.com/products-20178005263-2017-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20178005263"
"Domaine de la Vougeraie","2017","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","465","Case of 3 Magnums","https://www.bbr.com/products-20178005263-2017-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20178005263"
"Domaine de la Vougeraie","2019","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","450","Case of 6 Bottles","https://www.bbr.com/products-20198005263-2019-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20198005263"
"Domaine de la Vougeraie","2019","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","600","Case of 3 Magnums","https://www.bbr.com/products-20198005263-2019-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20198005263"
"Domaine de la Vougeraie","2020","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","560","Case of 6 Bottles","https://www.bbr.com/products-20208005263-2020-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20208005263"
"Domaine de la Vougeraie","2020","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","900","Case of 3 Magnums","https://www.bbr.com/products-20208005263-2020-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20208005263"
"Domaine de la Vougeraie","2021","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","550","Case of 6 Bottles","https://www.bbr.com/products-20218005263-2021-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20218005263"
"Domaine de la Vougeraie","2021","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","840","Case of 3 Magnums","https://www.bbr.com/products-20218005263-2021-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20218005263"
"Domaine de la Vougeraie","2022","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","650","Case of 6 Bottles","https://www.bbr.com/products-20228005263-2022-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20228005263"
"Domaine de la Vougeraie","2023","Clos Blanc de Vougeot, 1er Cru, Domaine de la Vougeraie, Burgundy","585","Case of 6 Bottles","https://www.bbr.com/products-20238005263-2023-clos-blanc-de-vougeot-1er-cru-domaine-de-la-vougeraie-burgundy","1081617","20238005263"
"Clos Cantenac","2020","Clos Cantenac, St Emilion, Bordeaux","190","Case of 6 Bottles","https://www.bbr.com/products-20208115489-2020-clos-cantenac-st-emilion-bordeaux","1123829","20208115489"
"Chateau Clos Fourtet","2005","Clos Fourtet, St Emilion, Bordeaux","1500","Case of 12 Bottles","https://www.bbr.com/products-20058124852-2005-clos-fourtet-st-emilion-bordeaux","1008339","20058124852"
"Chateau Clos Fourtet","2008","Clos Fourtet, St Emilion, Bordeaux","1100","Case of 12 Bottles","https://www.bbr.com/products-20088124852-2008-clos-fourtet-st-emilion-bordeaux","1008339","20088124852"
"Chateau Clos Fourtet","2009","Clos Fourtet, St Emilion, Bordeaux","788","Case of 6 Bottles","https://www.bbr.com/products-20098124852-2009-clos-fourtet-st-emilion-bordeaux","1008339","20098124852"
"Chateau Clos Fourtet","2010","Clos Fourtet, St Emilion, Bordeaux","590","Case of 6 Bottles","https://www.bbr.com/products-20108124852-2010-clos-fourtet-st-emilion-bordeaux","1008339","20108124852"
"Chateau Clos Fourtet","2012","Clos Fourtet, St Emilion, Bordeaux","380","Case of 6 Bottles","https://www.bbr.com/products-20128124852-2012-clos-fourtet-st-emilion-bordeaux","1008339","20128124852"
"Chateau Clos Fourtet","2015","Clos Fourtet, St Emilion, Bordeaux","500","Case of 3 Magnums","https://www.bbr.com/products-20158124852-2015-clos-fourtet-st-emilion-bordeaux","1008339","20158124852"
"Chateau Clos Fourtet","2016","Clos Fourtet, St Emilion, Bordeaux","1072","Case of 12 Bottles","https://www.bbr.com/products-20168124852-2016-clos-fourtet-st-emilion-bordeaux","1008339","20168124852"
"Chateau Clos Fourtet","2016","Clos Fourtet, St Emilion, Bordeaux","551","Case of 6 Bottles","https://www.bbr.com/products-20168124852-2016-clos-fourtet-st-emilion-bordeaux","1008339","20168124852"
"Chateau Clos Fourtet","2016","Clos Fourtet, St Emilion, Bordeaux","480","Case of 6 Bottles","https://www.bbr.com/products-20168124852-2016-clos-fourtet-st-emilion-bordeaux","1008339","20168124852"
"Chateau Clos Fourtet","2016","Clos Fourtet, St Emilion, Bordeaux","536","Case of 6 Bottles","https://www.bbr.com/products-20168124852-2016-clos-fourtet-st-emilion-bordeaux","1008339","20168124852"
"Chateau Clos Fourtet","2016","Clos Fourtet, St Emilion, Bordeaux","480","Case of 3 Magnums","https://www.bbr.com/products-20168124852-2016-clos-fourtet-st-emilion-bordeaux","1008339","20168124852"
"Chateau Clos Fourtet","2017","Clos Fourtet, St Emilion, Bordeaux","320","Case of 6 Bottles","https://www.bbr.com/products-20178124852-2017-clos-fourtet-st-emilion-bordeaux","1008339","20178124852"
"Chateau Clos Fourtet","2018","Clos Fourtet, St Emilion, Bordeaux","430","Case of 6 Bottles","https://www.bbr.com/products-20188124852-2018-clos-fourtet-st-emilion-bordeaux","1008339","20188124852"
"Chateau Clos Fourtet","2019","Clos Fourtet, St Emilion, Bordeaux","370","Case of 6 Bottles","https://www.bbr.com/products-20198124852-2019-clos-fourtet-st-emilion-bordeaux","1008339","20198124852"
"Chateau Clos Fourtet","2019","Clos Fourtet, St Emilion, Bordeaux","380","Case of 6 Bottles","https://www.bbr.com/products-20198124852-2019-clos-fourtet-st-emilion-bordeaux","1008339","20198124852"
"Chateau Clos Fourtet","2019","Clos Fourtet, St Emilion, Bordeaux","488","Case of 6 Bottles","https://www.bbr.com/products-20198124852-2019-clos-fourtet-st-emilion-bordeaux","1008339","20198124852"
"Chateau Clos Fourtet","2020","Clos Fourtet, St Emilion, Bordeaux","350","Case of 6 Bottles","https://www.bbr.com/products-20208124852-2020-clos-fourtet-st-emilion-bordeaux","1008339","20208124852"
"Chateau Clos Fourtet","2020","Clos Fourtet, St Emilion, Bordeaux","345","Case of 3 Magnums","https://www.bbr.com/products-20208124852-2020-clos-fourtet-st-emilion-bordeaux","1008339","20208124852"
"Clos Erasmus, Clos I Terrasses","2017","Clos I Terrasses, Clos Erasmus, Priorat, Catalunya, Spain","520","Case of 3 Bottles","https://www.bbr.com/products-20178027430-2017-clos-i-terrasses-clos-erasmus-priorat-catalunya-spain","1333035","20178027430"
"Clos Erasmus, Clos I Terrasses","2018","Clos I Terrasses, Clos Erasmus, Priorat, Catalunya, Spain","550","Case of 3 Bottles","https://www.bbr.com/products-20188027430-2018-clos-i-terrasses-clos-erasmus-priorat-catalunya-spain","1333035","20188027430"
"Domaine Francois Lumpp","2021","Clos Jus, 1er Cru, Domaine Francois Lumpp, Burgundy","240","Case of 6 Bottles","https://www.bbr.com/products-20218174958-2021-clos-jus-1er-cru-domaine-francois-lumpp-burgundy","1225956","20218174958"
"Rene Barbier","2013","Clos Mogador, Rene Barbier, Priorat, Spain","382","Case of 6 Bottles","https://www.bbr.com/products-20138116011-2013-clos-mogador-rene-barbier-priorat-spain","1119839","20138116011"
"Rene Barbier","2019","Clos Mogador, Rene Barbier, Priorat, Spain","840","Case of 6 Bottles","https://www.bbr.com/products-20198116011-2019-clos-mogador-rene-barbier-priorat-spain","1119839","20198116011"
"Rene Barbier","2022","Clos Mogador, Rene Barbier, Priorat, Spain","320","Case of 6 Bottles","https://www.bbr.com/products-20228116011-2022-clos-mogador-rene-barbier-priorat-spain","1119839","20228116011"
"Celler Sangenis i Vaque","1999","Clos Monlleo, Celler Sangenis i Vaque, Priorat, Spain","240","Case of 6 Bottles","https://www.bbr.com/products-19998002507-1999-clos-monlleo-celler-sangenis-i-vaque-priorat-spain","1172218","19998002507"
"Celler Sangenis i Vaque","2007","Clos Monlleo, Celler Sangenis i Vaque, Priorat, Spain","230","Case of 6 Bottles","https://www.bbr.com/products-20078002507-2007-clos-monlleo-celler-sangenis-i-vaque-priorat-spain","1172218","20078002507"
"Celler Sangenis i Vaque","2001","Clos Monlleo, Gran Reserva, Celler Sangenis i Vaque, Priorat, Spain","700","Case of 6 Bottles","https://www.bbr.com/products-20018037637-2001-clos-monlleo-gran-reserva-celler-sangenis-i-vaque-priorat-spain","1172221","20018037637"
"Chateau Clos Rene","2010","Clos Rene, Pomerol, Bordeaux","425","Case of 12 Bottles","https://www.bbr.com/products-20108124810-2010-clos-rene-pomerol-bordeaux","1008472","20108124810"
"Clos Rougeard","2018","Clos Rougeard, Horizontal (2x Clos, 1x Poyeux), Three-Bottle Asssortment Case","500","Case of 1 s","https://www.bbr.com/products-20188081744-2018-clos-rougeard-horizontal-2x-clos-1x-poyeux-three-bottle-asssortment-case","","20188081744"
"Clos Rougeard","2019","Clos Rougeard, Horizontal (Clos, Bourg, Poyeux), Three-Bottle Assortment Case","645","Case of 1 s","https://www.bbr.com/products-20198302333-2019-clos-rougeard-horizontal-clos-bourg-poyeux-three-bottle-assortment-case","","20198302333"
"Domaine Bertagna","2005","Clos Saint Denis, Grand Cru, Domaine Bertagna, Burgundy","1600","Case of 12 Bottles","https://www.bbr.com/products-20058015200-2005-clos-saint-denis-grand-cru-domaine-bertagna-burgundy","1019852","20058015200"
"Domaine Bertagna","2014","Clos Saint Denis, Grand Cru, Domaine Bertagna, Burgundy","710","Case of 6 Bottles","https://www.bbr.com/products-20148015200-2014-clos-saint-denis-grand-cru-domaine-bertagna-burgundy","1019852","20148015200"
"Domaine Bertagna","2015","Clos Saint Denis, Grand Cru, Domaine Bertagna, Burgundy","705","Case of 6 Bottles","https://www.bbr.com/products-20158015200-2015-clos-saint-denis-grand-cru-domaine-bertagna-burgundy","1019852","20158015200"
"Domaine Bertagna","2016","Clos Saint Denis, Grand Cru, Domaine Bertagna, Burgundy","705","Case of 6 Bottles","https://www.bbr.com/products-20168015200-2016-clos-saint-denis-grand-cru-domaine-bertagna-burgundy","1019852","20168015200"
"Domaine Bertagna","2017","Clos Saint Denis, Grand Cru, Domaine Bertagna, Burgundy","734","Case of 6 Bottles","https://www.bbr.com/products-20178015200-2017-clos-saint-denis-grand-cru-domaine-bertagna-burgundy","1019852","20178015200"
"Domaine Castagnier","2013","Clos Saint Denis, Grand Cru, Domaine Castagnier, Burgundy","535","Case of 6 Bottles","https://www.bbr.com/products-20138023647-2013-clos-saint-denis-grand-cru-domaine-castagnier-burgundy","1023507","20138023647"
"Domaine Castagnier","2014","Clos Saint Denis, Grand Cru, Domaine Castagnier, Burgundy","450","Case of 6 Bottles","https://www.bbr.com/products-20148023647-2014-clos-saint-denis-grand-cru-domaine-castagnier-burgundy","1023507","20148023647"
"Domaine Castagnier","2016","Clos Saint Denis, Grand Cru, Domaine Castagnier, Burgundy","600","Case of 6 Bottles","https://www.bbr.com/products-20168023647-2016-clos-saint-denis-grand-cru-domaine-castagnier-burgundy","1023507","20168023647"
"Domaine Castagnier","2017","Clos Saint Denis, Grand Cru, Domaine Castagnier, Burgundy","595","Case of 6 Bottles","https://www.bbr.com/products-20178023647-2017-clos-saint-denis-grand-cru-domaine-castagnier-burgundy","1023507","20178023647"
"Domaine Castagnier","2018","Clos Saint Denis, Grand Cru, Domaine Castagnier, Burgundy","750","Case of 6 Bottles","https://www.bbr.com/products-20188023647-2018-clos-saint-denis-grand-cru-domaine-castagnier-burgundy","1023507","20188023647"
"Domaine Castagnier","2019","Clos Saint Denis, Grand Cru, Domaine Castagnier, Burgundy","828","Case of 6 Bottles","https://www.bbr.com/products-20198023647-2019-clos-saint-denis-grand-cru-domaine-castagnier-burgundy","1023507","20198023647"
"Domaine Castagnier","2020","Clos Saint Denis, Grand Cru, Domaine Castagnier, Burgundy","757","Case of 6 Bottles","https://www.bbr.com/products-20208023647-2020-clos-saint-denis-grand-cru-domaine-castagnier-burgundy","1023507","20208023647"
"Domaine Castagnier","2021","Clos Saint Denis, Grand Cru, Domaine Castagnier, Burgundy","1000","Case of 6 Bottles","https://www.bbr.com/products-20218023647-2021-clos-saint-denis-grand-cru-domaine-castagnier-burgundy","1023507","20218023647"
"Domaine Castagnier","2022","Clos Saint Denis, Grand Cru, Domaine Castagnier, Burgundy","525","Case of 3 Bottles","https://www.bbr.com/products-20228023647-2022-clos-saint-denis-grand-cru-domaine-castagnier-burgundy","1023507","20228023647"
"Domaine Ponsot","2013","Clos Saint-Denis, Cuvee Vieilles Vignes, Grand Cru, Domaine Ponsot, Burgundy","1575","Case of 3 Bottles","https://www.bbr.com/products-20138064110-2013-clos-saint-denis-cuvee-vieilles-vignes-grand-cru-domaine-ponsot-burgundy","1282245","20138064110"
"Benjamin Leroux","2009","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","1350","Case of 6 Bottles","https://www.bbr.com/products-20091043493-2009-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20091043493"
"Benjamin Leroux","2010","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","1200","Case of 6 Bottles","https://www.bbr.com/products-20101043493-2010-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20101043493"
"Benjamin Leroux","2011","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","840","Case of 6 Bottles","https://www.bbr.com/products-20111043493-2011-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20111043493"
"Benjamin Leroux","2012","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","850","Case of 6 Bottles","https://www.bbr.com/products-20121043493-2012-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20121043493"
"Benjamin Leroux","2013","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","798","Case of 6 Bottles","https://www.bbr.com/products-20131043493-2013-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20131043493"
"Benjamin Leroux","2013","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","888","Case of 6 Bottles","https://www.bbr.com/products-20131043493-2013-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20131043493"
"Benjamin Leroux","2013","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","850","Case of 6 Bottles","https://www.bbr.com/products-20131043493-2013-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20131043493"
"Benjamin Leroux","2014","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","710","Case of 3 Bottles","https://www.bbr.com/products-20141043493-2014-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20141043493"
"Benjamin Leroux","2015","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","1975","Case of 6 Bottles","https://www.bbr.com/products-20151043493-2015-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20151043493"
"Benjamin Leroux","2016","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","845","Case of 3 Bottles","https://www.bbr.com/products-20161043493-2016-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20161043493"
"Benjamin Leroux","2017","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","450","Case of 3 Bottles","https://www.bbr.com/products-20171043493-2017-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20171043493"
